0.088441,0.340227
0.266712,0.991321
0.779706,0.797663
0.230454,0.0501129
0.614544,0.292233
0.0522041,0.475701
0.74198,0.709834
0.549119,0.472066
0.605556,0.47668
0.227197,0.528794
0.948595,0.641332
0.975622,0.271274
0.455823,0.516193
0.959819,0.145153
0.349748,0.738325
0.76694,0.438189
0.0785521,0.0336518
0.42951,0.858258
0.831315,0.659964
0.908371,0.445859
0.952197,0.960575
0.92156,0.694177
0.670409,0.470679
0.166243,0.275965
0.947359,0.393441
0.804758,0.895954
0.0347727,0.78038
0.167228,0.490596
0.296573,0.127047
0.635749,0.646321
0.865372,0.402689
0.0845093,0.943924
0.43634,0.514019
0.802182,0.267655
0.173983,0.710553
0.713513,0.126181
0.671128,0.635073
0.820358,0.341537
0.105752,0.986602
0.617502,0.0531116
0.380042,0.42226
0.949066,0.414815
0.20264,0.116294
0.905411,0.499213
0.243341,0.54116
0.145534,0.108712
0.943848,0.230043
0.0526358,0.380188
0.744062,0.854818
0.647843,0.918046
0.565371,0.361357
0.0442264,0.236499
0.99643,0.864585
0.578035,0.102182
0.851186,0.195537
0.155294,0.231229
0.617797,0.10436
0.646043,0.820438
0.220653,0.551454
0.319651,0.463994
0.092614,0.465185
0.572706,0.0364622
0.695228,0.625342
0.416651,0.43929
0.480159,0.064494
0.357335,0.0455299
0.425851,0.401562
0.282029,0.42228
0.266146,0.860064
0.524463,0.117333
0.0556012,0.679756
0.348561,0.673398
0.784116,0.994605
0.493836,0.00476924
0.546059,0.813487
0.468763,0.638673
0.278672,0.0414688
0.675135,0.973899
0.66681,0.0917859
0.413189,0.14697
0.15628,0.770525
0.1925,0.58213
0.172086,0.474528
0.00441077,0.438233
0.334592,0.528873
0.555566,0.390193
0.20863,0.904127
0.0635919,0.992746
0.898731,0.557428
0.997515,0.44479
0.370915,0.466278
0.0834634,0.649587
0.507747,0.758599
0.623486,0.174557
0.850384,0.0366749
0.321527,0.00666424
0.807199,0.514027
0.588795,0.979286
0.988555,0.593205
0.417519,0.323147
0.122079,0.973084
0.71334,0.330709
0.877211,0.776932
0.323454,0.775942
0.33436,0.32097
0.220733,0.705275
0.787248,0.304196
0.354862,0.294994
0.0627946,0.978348
0.469552,0.913179
0.0150225,0.791079
0.919843,0.822222
0.305106,0.508638
0.801508,0.293661
0.101843,0.219026
0.616808,0.223922
0.19211,0.330148
0.554631,0.069321
0.107081,0.878085
0.845263,0.441441
0.199055,0.065996
0.146716,0.986302
0.370192,0.501578
0.281297,0.432987
0.479926,0.750849
0.346166,0.494948
0.541928,0.266009
0.31717,0.847033
0.774647,0.118678
0.140694,0.87649
0.337704,0.757502
0.100412,0.529814
0.0876498,0.655043
0.599135,0.19473
0.533128,0.444398
0.636171,0.732182
0.510394,0.782887
0.718485,0.880587
0.284465,0.999781
0.313573,0.764391
0.75063,0.659739
0.259339,0.292558
0.925748,0.57651
0.139591,0.700395
0.695187,0.280285
0.576885,0.0328914
0.0377863,0.677297
0.562706,0.125436
0.33234,0.161841
0.320166,0.865468
0.606239,0.956338
0.59765,0.116634
0.739225,0.316135
0.99722,0.0236903
0.315916,0.310793
0.788081,0.0665463
0.970533,0.0474209
0.359104,0.896281
0.62393,0.498695
0.596675,0.319118
0.778979,0.17356
0.352009,0.816766
0.850857,0.914715
0.942202,0.183197
0.0765556,0.262368
0.048665,0.682795
0.218706,0.646315
0.799428,0.95793
0.96245,0.796648
0.981621,0.278366
0.107442,0.769702
0.344913,0.0779745
0.817123,0.704016
0.974255,0.441054
0.202711,0.57093
0.760171,0.98169
0.744491,0.112181
0.798456,0.595348
0.0268957,0.740658
0.778546,0.103451
0.00302584,0.827211
0.786246,0.221731
0.473526,0.585674
0.179662,0.435976
0.382323,0.161283
0.714342,0.489765
0.930985,0.0592543
0.567739,0.748108
0.763271,0.541994
0.189161,0.965982
0.112925,0.949333
0.947672,0.857415
0.0615136,0.746128
0.452764,0.0884093
0.486786,0.231309
0.191861,0.489812
0.0585196,0.978106
0.711543,0.532045
0.563781,0.891205
0.968021,0.946103
0.0524878,0.682363
0.435868,0.983473
0.741617,0.00360719
0.73158,0.504887
0.545601,0.920742
0.470869,0.658526
0.870075,0.418541
0.515941,0.931588
0.16467,0.968705
0.0199975,0.651456
0.200014,0.211858
0.141267,0.258533
0.189965,0.852811
0.790579,0.753745
0.744016,0.758599
0.699849,0.796504
0.440962,0.135717
0.779976,0.182579
0.139324,0.511557
0.687466,0.684925
0.432299,0.158335
0.343451,0.302373
0.576877,0.859392
0.233961,0.741546
0.828097,0.253959
0.393002,0.0281108
0.465817,0.534269
0.286644,0.655781
0.38708,0.0772228
0.409527,0.131095
0.835822,0.109375
0.927599,0.276784
0.245092,0.707575
0.459363,0.384416
0.219132,0.146829
0.0693407,0.651431
0.305164,0.412792
0.953804,0.882041
0.272184,0.187765
0.623587,0.100281
0.441724,0.0165883
0.128392,0.907541
0.550857,0.415036
0.563323,0.937937
0.492259,0.972849
0.0690323,0.328081
0.0822245,0.996631
0.604865,0.327316
0.704207,0.0642276
0.711732,0.923339
0.211056,0.781073
0.57477,0.51622
0.193864,0.528574
0.398261,0.466048
0.716339,0.0218478
0.566329,0.158063
0.0384361,0.694721
0.0656043,0.589293
0.109756,0.628927
0.52723,0.602015
0.601776,0.596262
0.930096,0.684001
0.592894,0.534961
0.0113172,0.297101
0.599188,0.723049
0.220439,0.810245
0.504122,0.795209
0.326465,0.697986
0.323783,0.724726
0.164035,0.0401216
0.746574,0.730364
0.198185,0.78501
0.425084,0.263789
0.374303,0.534841
0.892716,0.901533
0.136856,0.494492
0.497796,0.0669515
0.178493,0.0906894
0.601912,0.18981
0.38779,0.2011
0.912859,0.608229
0.0113448,0.416981
0.403438,0.33781
0.114967,0.727221
0.0625359,0.279002
0.767343,0.80911
0.00936547,0.965527
0.59412,0.43445
0.229316,0.968423
0.969291,0.122032
0.869956,0.106146
0.616525,0.367752
0.173098,0.795018
0.458441,0.77501
0.984828,0.846231
0.97611,0.897687
0.454461,0.987455
0.314668,0.857899
0.325265,0.429636
0.58512,0.387801
0.708638,0.352463
0.19691,0.718003
0.31799,0.79103
0.152453,0.547307
0.759453,0.121743
0.669339,0.629409
0.22789,0.285864
0.997161,0.400988
0.0808812,0.455603
0.175998,0.065709
0.301834,0.152108
0.963396,0.756295
0.139563,0.278065
0.614194,0.464828
0.7077,0.199314
0.852629,0.416338
0.551777,0.0495391
0.134341,0.869767
0.840569,0.286794
0.417074,0.600022
0.408537,0.086413
0.229432,0.636427
0.372277,0.226593
0.0374144,0.453158
0.682196,0.213412
0.518867,0.984029
0.36552,0.482263
0.740324,0.505083
0.760328,0.354518
0.969911,0.468028
0.553832,0.82254
0.884366,0.105609
0.872079,0.0187064
0.975376,0.712648
0.3055,0.39245
0.31267,0.714037
0.478863,0.542102
0.350464,0.85114
0.768695,0.387878
0.304297,0.450891
0.60129,0.823164
0.43492,0.96681
0.305427,0.175244
0.471894,0.0657548
0.529762,0.441805
0.533783,0.0835937
0.264345,0.418148
